
潮州电台,#genre#
潮州公共,http://vod-zjst-time.sobeylive.com/czbtv2019/czggpd.m3u8
潮州综合,http://vod-zjst-time.sobeylive.com/czbtv2019/czzhpd.m3u8

央视频道,#genre#
CCTV兵器科技,http://110.177.146.171:888/udp/239.1.1.97:8097
CCTV央视台球,http://110.177.146.171:888/udp/239.1.1.100:8100
CCTV央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV央视台球,http://119.135.1.16:6699/live/1077/index.m3u8
CCTV央视台球,http://www.lizhinas.top:8688/udp/239.252.219.80:5140
CCTV央视台球,http://xuys.top:8888/udp/225.1.2.170:5002
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
CCTV女性时尚,http://xuys.top:8888/udp/225.1.2.172:5002
CCTV女性时尚,http://110.177.146.171:888/udp/239.1.1.89:8089
CCTV怀旧剧场,http://xuys.top:8888/udp/225.1.2.173:5002
CCTV怀旧剧场,http://1.70.34.145:8083/udp/239.1.1.95:8095
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV怀旧剧场,http://112.234.23.81:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://110.177.146.171:888/udp/239.1.1.94:8094
CCTV第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://xuys.top:8888/udp/225.1.2.175:5002
CCTV第一剧场,http://1.70.34.145:8083/udp/239.1.1.94:8094
CCTV风云剧场,http://110.177.146.171:888/udp/239.1.1.93:8093
CCTV风云剧场,http://xuys.top:8888/udp/225.1.2.174:5002
CCTV风云足球,http://110.177.146.171:888/udp/239.1.1.101:8101
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云音乐,http://xuys.top:8888/udp/225.1.2.176:5002
CCTV风云音乐,http://120.234.49.38:7000/udp/239.21.0.79:3656
CCTV高尔夫球,http://xuys.top:8888/udp/225.1.2.169:5002
CCTV高尔夫球,http://110.177.146.171:888/udp/239.1.1.102:8102
CCTV央视网球,http://120.234.49.38:7000/udp/239.21.0.72:3628
CCTV发现之旅,http://xuys.top:8888/udp/225.1.1.183:5002
CCTV电视指南,http://xuys.top:8888/udp/225.1.2.167:5002
CCTV电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
CCTV电视指南,http://110.177.146.171:888/udp/239.1.1.90:8090
CCTV老故事,http://xuys.top:8888/udp/225.1.1.188:5002
CCTV中学生,http://121.24.98.232:8090/hls/24/index.m3u8
CCTV中学生,http://121.24.98.154:8090/hls/24/index.m3u8
CCTV中学生,http://202.103.213.10:8888/udp/239.81.0.87:4056
CCTV中学生,http://xuys.top:8888/udp/225.1.1.193:5002
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
兵器科技,http://1.70.34.145:8083/udp/239.1.1.97:8097
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://222.169.41.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
高尔夫网球,http://1.70.34.145:8083/udp/239.1.1.102:8102
高尔夫网球,http://112.234.23.81:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV文化精品,http://1.70.34.145:8083/udp/239.1.1.91:8091
CCTV文化精品,http://wouu.net:9977/udp/239.93.42.47:5140
CCTV文化精品,http://222.169.41.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV文化精品,http://xuys.top:8888/udp/225.1.1.27:5002
CCTV文化精品,http://xuys.top:8888/udp/225.1.2.177:5002
CCTV1,http://210.22.75.86:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://110.177.146.171:888/rtp/239.1.1.7:8007
CCTV1,http://42.92.117.243:8888/rtp/239.255.30.101:8231
CCTV1,http://60.164.128.167:8029/rtp/239.255.30.101:8231
CCTV1,http://219.159.194.143:8181/tsfile/live/0001_1.m3u8
CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.166.61.70:8003/hls/11/index.m3u8
CCTV1,http://222.218.158.86:8181/tsfile/live/0001_1.m3u8
CCTV1,http://p.ytelc.com/169l/0/aikan.php?id=cctv1
CCTV1,http://116.117.105.198:8096/tsfile/live/0001_1.m3u8
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV1,http://110.53.218.182:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://220.249.114.102:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://210.22.75.86:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.177.146.171:888/rtp/239.1.1.8:8008
CCTV2,http://42.92.117.243:8888/rtp/239.255.30.179:8231
CCTV2,http://60.164.128.167:8029/rtp/239.255.30.179:8231
CCTV2,http://219.159.194.143:8181/tsfile/live/0002_1.m3u8
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV2,http://122.139.47.206:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000023315
CCTV2,http://219.159.194.108:8181/tsfile/live/0002_1.m3u8
CCTV2,http://61.163.181.78:9901/tsfile/live/0002_1.m3u8
CCTV2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://210.22.75.86:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://220.249.114.102:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://110.177.146.171:888/rtp/239.1.1.9:8009
CCTV3,http://42.92.117.243:8888/rtp/239.255.29.12:8231
CCTV3,http://60.164.128.167:8029/rtp/239.255.29.12:8231
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV3,http://1732e975z9.zicp.fun:8082/hls/3/index.m3u8
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8
CCTV3,http://121.24.98.232:8090/hls/11/index.m3u8
CCTV3,http://119.163.228.205:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://220.249.114.102:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://110.177.146.171:888/rtp/239.1.1.10:8010
CCTV4,http://42.92.117.243:8888/rtp/239.255.30.83:8231
CCTV4,http://220.164.192.48:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3
CCTV4,http://112.234.23.81:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://119.163.63.188:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://101.43.66.162/migunew.php?id=cctv4
CCTV4,http://182.117.136.124:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://61.163.181.78:9901/tsfile/live/0004_1.m3u8
CCTV4,http://180.188.45.80:1665/migu.php?id=cctv4
CCTV4,http://118.122.189.74:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://220.249.114.102:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://210.22.75.86:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://110.177.146.171:888/rtp/239.1.1.11:8011
CCTV5,http://42.92.117.243:8888/rtp/239.255.29.13:8231
CCTV5,http://60.164.128.167:8029/rtp/239.255.29.13:8231
CCTV5,http://61.157.139.15:9901/tsfile/live/2375_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8
CCTV5,http://119.163.57.184:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://58.48.37.158:1111/tsfile/live/0005_1.m3u8
CCTV5,http://171.8.138.74:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://58.57.21.166:9901/tsfile/live/0005_1.m3u8
CCTV5,http://210.22.75.86:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://39.98.201.151:9090/udp/225.1.8.89:8000
CCTV5+,http://220.249.114.102:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://110.177.146.171:888/rtp/239.1.1.12:8012
CCTV5+,http://42.92.117.243:8888/rtp/239.255.30.184:8231
CCTV5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231
CCTV5+,http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://36.35.16.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://222.218.158.86:8181/tsfile/live/0016_1.m3u8
CCTV5+,http://219.159.194.108:8181/tsfile/live/0016_1.m3u8
CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://210.22.75.86:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://220.249.114.102:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://110.177.146.171:888/rtp/239.1.1.13:8013
CCTV6,http://42.92.117.243:8888/rtp/239.255.29.14:8231
CCTV6,http://60.164.128.167:8029/rtp/239.255.29.14:8231
CCTV6,http://39.98.201.151:9090/udp/225.1.8.84:8000
CCTV6,http://fangke.blueswords.com:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://180.188.45.80:1665/migu.php?id=cctv6
CCTV6,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://36.35.16.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0
CCTV6,http://58.17.48.228:808/hls/6/index.m3u8
CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://110.177.146.171:888/udp/239.1.1.13:8013
CCTV6,http://60.12.183.46:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://210.22.75.86:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://220.249.114.102:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.177.146.171:888/rtp/239.1.1.14:8014
CCTV7,http://42.92.117.243:8888/rtp/239.255.30.178:8231
CCTV7,http://60.164.128.167:8029/rtp/239.255.30.178:8231
CCTV7,http://118.122.189.74:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://119.163.63.188:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://180.188.45.80:1665/migu.php?id=cctv7
CCTV7,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://221.205.129.229:9999/tsfile/live/0007_1.m3u8
CCTV8,http://210.22.75.86:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://220.249.114.102:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.177.146.171:888/rtp/239.1.1.15:8015
CCTV8,http://42.92.117.243:8888/rtp/239.255.29.15:8231
CCTV8,http://60.164.128.167:8029/rtp/239.255.29.15:8231
CCTV8,http://fangke.blueswords.com:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.8.138.74:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8
CCTV8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8
CCTV8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265008
CCTV8,http://210.22.75.86:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://220.249.114.102:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://110.177.146.171:888/rtp/239.1.1.16:8016
CCTV9,http://42.92.117.243:8888/rtp/239.255.30.180:8231
CCTV9,http://60.164.128.167:8029/rtp/239.255.30.180:8231
CCTV9,http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://180.188.45.80:1665/migu.php?id=cctv9
CCTV9,http://61.163.181.78:9901/tsfile/live/0009_1.m3u8
CCTV9,http://222.218.158.86:8181/tsfile/live/0009_1.m3u8
CCTV9,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8
CCTV9,http://123.138.22.30:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://202.100.46.58:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://210.22.75.86:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://220.249.114.102:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.177.146.171:888/rtp/239.1.1.17:8017
CCTV10,http://42.92.117.243:8888/rtp/239.255.30.181:8231
CCTV10,http://60.164.128.167:8029/rtp/239.255.30.181:8231
CCTV10,http://119.163.57.184:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://61.138.128.226:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://221.0.78.198:1681/hls/10210/index.m3u8
CCTV10,http://58.57.21.166:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.57.20.158:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://221.213.69.82:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.177.146.171:888/rtp/239.1.1.18:8018
CCTV11,http://42.92.117.243:8888/rtp/239.255.30.62:8231
CCTV11,http://60.164.128.167:8029/rtp/239.255.30.62:8231
CCTV11,http://101.43.66.162/migunew.php?id=cctv11
CCTV11,http://58.57.21.166:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://118.122.189.74:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no
CCTV11,http://39.98.201.151:9090/udp/225.1.8.111:8040
CCTV11,http://219.159.194.143:8181/tsfile/live/0011_1.m3u8
CCTV11,http://36.35.16.98:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://202.100.46.58:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://210.22.75.86:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://220.249.114.102:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.177.146.171:888/rtp/239.1.1.19:8019
CCTV12,http://42.92.117.243:8888/rtp/239.255.30.182:8231
CCTV12,http://60.164.128.167:8029/rtp/239.255.30.182:8231
CCTV12,http://61.163.181.78:9901/tsfile/live/0012_1.m3u8
CCTV12,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265012
CCTV12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://121.24.98.154:8090/hls/20/index.m3u8
CCTV12,http://101.43.66.162/migunew.php?id=cctv12
CCTV12,http://223.151.49.74:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://220.249.114.102:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://210.22.75.86:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.177.146.171:888/rtp/239.1.1.20:8020
CCTV13,http://42.92.117.243:8888/rtp/239.255.29.28:8231
CCTV13,http://60.164.128.167:8029/rtp/239.255.29.28:8231
CCTV13,http://122.9.151.210:887/rtp/238.255.2.16:5999
CCTV13,http://kxrj.site:998/123/mg.php?id=cctv13
CCTV13,http://110.53.218.182:9902/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://58.216.229.130:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://112.234.23.81:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.12.183.46:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
